Attraction_Id,Attraction_Nm,Attraction_url,Rankings,Category,Address,No_of_Reviews,Weekday_Hours,Weekend_Hours,Overall_Rating,Rating_Excellent,Rating_Good,Rating_Average,Rating_Poor,Rating_Terrible
d4754563,Historic Cyprus Walk,https://www.tripadvisor.com/Attraction_Review-g2213516-d4754563-Reviews-Historic_Cyprus_Walk-Bridgetown_Southwest_Nova_Scotia_Nova_Scotia.html,#3 of 7 things to do in Bridgetown,"Sights & Landmarks, Points of Interest & Landmarks","Queen Street, Bridgetown, Nova Scotia, Canada",2,,,4.5,50%,50%,0%,0%,0%
d5957760,Ski Tuonela,https://www.tripadvisor.com/Attraction_Review-g499213-d5957760-Reviews-Ski_Tuonela-Baddeck_Cape_Breton_Island_Nova_Scotia.html,#11 of 15 things to do in Baddeck,"Nature & Parks, Outdoor Activities, Ski & Snowboard Areas","Rr4, Baddeck, Nova Scotia B0E 1B0, Canada",3,,,5.0,100%,0%,0%,0%,0%
d298779,Horton Bluff Lighthouse,https://www.tripadvisor.com/Attraction_Review-g858175-d298779-Reviews-Horton_Bluff_Lighthouse-Hantsport_Southwest_Nova_Scotia_Nova_Scotia.html,#4 of 6 things to do in Hantsport,"Sights & Landmarks, Lighthouses","Lighthouse Road, Hantsport, Nova Scotia B0P 1C0, Canada",3,,,3.5,34%,33%,0%,33%,0%
d13206039,Greenwood United Church,https://www.tripadvisor.com/Attraction_Review-g499213-d13206039-Reviews-Greenwood_United_Church-Baddeck_Cape_Breton_Island_Nova_Scotia.html,#13 of 15 things to do in Baddeck,"Sights & Landmarks, Churches & Cathedrals","98 Twining Street, Baddeck, Nova Scotia B0E 1B0, Canada",2,,,4.5,50%,50%,0%,0%,0%
d15218944,River Hebert Tidal Bore Park,https://www.tripadvisor.com/Attraction_Review-g7083474-d15218944-Reviews-River_Hebert_Tidal_Bore_Park-River_Hebert_Southwest_Nova_Scotia_Nova_Scotia.html,#1 of 2 things to do in River Hebert,Nature & Parks,"1872 Highway 242, River Hebert, Nova Scotia B0L 1G0, Canada",1,,,4.0,0%,100%,0%,0%,0%
d4709294,Truro Town Hall,https://www.tripadvisor.com/Attraction_Review-g181762-d4709294-Reviews-Truro_Town_Hall-Truro_Nova_Scotia.html,#13 of 17 things to do in Truro,"Sights & Landmarks, Points of Interest & Landmarks","695 Prince St, Truro, Nova Scotia B2N 1G5, Canada",1,,,1.0,0%,0%,0%,0%,100%
d7228350,Cookville Provincial Park,https://www.tripadvisor.com/Attraction_Review-g676536-d7228350-Reviews-Cookville_Provincial_Park-Bridgewater_Southwest_Nova_Scotia_Nova_Scotia.html,#11 of 13 things to do in Bridgewater,Nature & Parks,"1119 Highway 10, Bridgewater, Nova Scotia B4V 4L9, Canada",5,,,3.0,0%,20%,80%,0%,0%
d13124203,Green Cove Trail,https://www.tripadvisor.com/Attraction_Review-g499216-d13124203-Reviews-Green_Cove_Trail-Ingonish_Cape_Breton_Island_Nova_Scotia.html,#12 of 15 things to do in Ingonish,"Outdoor Activities, Nature & Parks, Hiking Trails","Ingonish, Nova Scotia B0C 1L0, Canada",5,,,4.5,40%,60%,0%,0%,0%
d13173253,Stubbert s Point Battery,https://www.tripadvisor.com/Attraction_Review-g1800626-d13173253-Reviews-Stubbert_s_Point_Battery-Sydney_Mines_Cape_Breton_Island_Nova_Scotia.html,#5 of 6 things to do in Sydney Mines,"Sights & Landmarks, Battlefields","687 Shore Road, Sydney Mines, Nova Scotia B1V 1A2, Canada",1,,,5.0,100%,0%,0%,0%,0%
d7273209,Gallery Art Designs by Clow,https://www.tripadvisor.com/Attraction_Review-g181761-d7273209-Reviews-Gallery_Art_Designs_by_Clow-Yarmouth_Southwest_Nova_Scotia_Nova_Scotia.html,#17 of 26 things to do in Yarmouth,"Sights & Landmarks, Points of Interest & Landmarks","10 Summer St, Yarmouth, Nova Scotia B5A 1W6, Canada",2,,,5.0,100%,0%,0%,0%,0%
d15033717,Northumberland Ferries,https://www.tripadvisor.com/Attraction_Review-g181761-d15033717-Reviews-Northumberland_Ferries-Yarmouth_Southwest_Nova_Scotia_Nova_Scotia.html,#23 of 26 things to do in Yarmouth,"Transportation, Ferries","3722 Highway 106, Yarmouth, Nova Scotia B0K 1H0, Canada",1,,,4.0,0%,100%,0%,0%,0%
d12966189,St Joseph Church,https://www.tripadvisor.com/Attraction_Review-g1841318-d12966189-Reviews-St_Joseph_Church-Inverness_Cape_Breton_Island_Nova_Scotia.html,#12 of 16 things to do in Inverness,"Sights & Landmarks, Churches & Cathedrals","12651 Cabot Trail, Inverness, Nova Scotia B0E 3A0, Canada",1,,,5.0,100%,0%,0%,0%,0%
d7037898,Margaree Harbour Range Lighthouses,https://www.tripadvisor.com/Attraction_Review-g183798-d7037898-Reviews-Margaree_Harbour_Range_Lighthouses-Margaree_Harbour_Cape_Breton_Island_Nova_Scoti.html,#5 of 6 things to do in Margaree Harbour,"Sights & Landmarks, Points of Interest & Landmarks, Lighthouses","Margaree Harbour Village Road, Margaree Harbour, Nova Scotia B0E 1N0, Canada",3,,,4.0,0%,100%,0%,0%,0%
d4431569,Thomas Raddall Provincial Park,https://www.tripadvisor.com/Attraction_Review-g3169636-d4431569-Reviews-Thomas_Raddall_Provincial_Park-Port_Joli_Southwest_Nova_Scotia_Nova_Scotia.html,#2 of 4 things to do in Port Joli,Nature & Parks,"Raddall Park Road, Port Joli, Nova Scotia B0T 1S0, Canada",28,,,4.0,28%,44%,25%,3%,0%
d4374560,Whitman House Museum,https://www.tripadvisor.com/Attraction_Review-g3688663-d4374560-Reviews-Whitman_House_Museum-Canso_Nova_Scotia.html,#3 of 9 things to do in Canso,"Museums, Specialty Museums","1297 Union Street, Canso, Nova Scotia B0H 1H0, Canada",6,,,4.0,52%,16%,16%,0%,16%
d547566,QueerTiques,https://www.tripadvisor.com/Attraction_Review-g154975-d547566-Reviews-QueerTiques-Digby_Southwest_Nova_Scotia_Nova_Scotia.html,#17 of 20 things to do in Digby,"Shopping, Antique Stores","9 Water St., Digby, Nova Scotia B0V 1A0, Canada",2,,,1.0,0%,0%,0%,0%,100%
d4417673,Musquodoboit Harbour Railway Museum,https://www.tripadvisor.com/Attraction_Review-g1555448-d4417673-Reviews-Musquodoboit_Harbour_Railway_Museum-Musquodoboit_Harbour_Halifax_Region_Nova_Sco.html,#5 of 6 things to do in Musquodoboit Harbour,"Sights & Landmarks, Museums, Specialty Museums, History Museums, Architectural Buildings More","7895 Main St Hwy 7, Musquodoboit Harbour, Nova Scotia B0J 2L0, Canada",7,Open Now: 9:00 AM - 6:00 PM,Sun - Sat9:00 AM - 6:00 PM,3.5,28%,0%,58%,14%,0%
d5555749,Glenwood Provincial Park,https://www.tripadvisor.com/Attraction_Review-g3982251-d5555749-Reviews-Glenwood_Provincial_Park-Lower_West_Pubnico_Municipality_of_Argyle_Southwest_Nov.html,#2 of 3 things to do in Lower West Pubnico,Nature & Parks,"5570 Highway 3, Lower West Pubnico, Nova Scotia B0W 1W0, Canada",3,,,4.5,67%,33%,0%,0%,0%
d6994922,Old Holy Trinity Church,https://www.tripadvisor.com/Attraction_Review-g1009380-d6994922-Reviews-Old_Holy_Trinity_Church-Middleton_Southwest_Nova_Scotia_Nova_Scotia.html,#3 of 6 things to do in Middleton,"Sights & Landmarks, Churches & Cathedrals","49 Main Street, Middleton, Nova Scotia B0S 1P0, Canada",4,,,5.0,75%,25%,0%,0%,0%
d9859254,Stronach Park,https://www.tripadvisor.com/Attraction_Review-g181764-d9859254-Reviews-Stronach_Park-Kingston_Southwest_Nova_Scotia_Nova_Scotia.html,#3 of 7 things to do in Kingston,"Nature & Parks, Nature & Wildlife Areas","Bridge Street, Kingston, Nova Scotia B0P 1R0, Canada",9,,,4.0,34%,33%,33%,0%,0%
d13216904,St Annes Catholic Church,https://www.tripadvisor.com/Attraction_Review-g609110-d13216904-Reviews-St_Annes_Catholic_Church-Glace_Bay_Cape_Breton_Island_Nova_Scotia.html,#6 of 7 things to do in Glace Bay,"Sights & Landmarks, Churches & Cathedrals","695 Main St, Glace Bay, Nova Scotia B1A 4Y2, Canada",1,,,5.0,100%,0%,0%,0%,0%
d5556079,Spry Bay Provincial Park,https://www.tripadvisor.com/Attraction_Review-g499238-d5556079-Reviews-Spry_Bay_Provincial_Park-Spry_Bay_Halifax_Region_Nova_Scotia.html,#2 of 2 things to do in Spry Bay,Nature & Parks,"19310 Highway 7, Spry Bay, Nova Scotia B0J 3H0, Canada",1,,,5.0,100%,0%,0%,0%,0%
d13135293,North Bay Beach,https://www.tripadvisor.com/Attraction_Review-g499216-d13135293-Reviews-North_Bay_Beach-Ingonish_Cape_Breton_Island_Nova_Scotia.html,#14 of 15 things to do in Ingonish,"Outdoor Activities, Nature & Parks, Beaches","37123 Cabot Trail, Ingonish, Nova Scotia B0C 1L0, Canada",3,,,4.5,33%,67%,0%,0%,0%
d4367352,James House Museum,https://www.tripadvisor.com/Attraction_Review-g2213516-d4367352-Reviews-James_House_Museum-Bridgetown_Southwest_Nova_Scotia_Nova_Scotia.html,#5 of 7 things to do in Bridgetown,"Museums, Specialty Museums","12 Queen Street | B0s 1c0, Bridgetown, Nova Scotia, Canada",1,Open Now: 10:00 AM - 5:00 PM,Mon - Sat10:00 AM - 5:00 PM,5.0,100%,0%,0%,0%,0%
d298794,Port Medway Lighthouse,https://www.tripadvisor.com/Attraction_Review-g499236-d298794-Reviews-Port_Medway_Lighthouse-Port_Medway_Southwest_Nova_Scotia_Nova_Scotia.html,#4 of 5 things to do in Port Medway,"Sights & Landmarks, Lighthouses","Port Medway, Nova Scotia B0J 2T0, Canada",5,,,4.0,20%,60%,20%,0%,0%
d2285903,Market on the Mersey,https://www.tripadvisor.com/Attraction_Review-g609111-d2285903-Reviews-Market_on_the_Mersey-Liverpool_Southwest_Nova_Scotia_Nova_Scotia.html,#10 of 15 things to do in Liverpool,"Shopping, Flea & Street Markets","Privateer Park, Henry Hensey Drive, Liverpool, Nova Scotia B0T 1K0, Canada",6,,,4.5,50%,50%,0%,0%,0%
d4409036,Prescott House Museum,https://www.tripadvisor.com/Attraction_Review-g1048259-d4409036-Reviews-Prescott_House_Museum-Port_Williams_Southwest_Nova_Scotia_Nova_Scotia.html,#6 of 9 things to do in Port Williams,"Sights & Landmarks, Museums, Historic Sites, Specialty Museums More","1633 Starrs Point Rd, Port Williams, Nova Scotia B0P 1T0, Canada",21,Open Now: 10:00 AM - 5:00 PM,Sun1:00 PM - 5:00 PMMon - Sat10:00 AM - 5:00 PM,4.5,58%,42%,0%,0%,0%
d7037901,Mitchener Point Lighthouse,https://www.tripadvisor.com/Attraction_Review-g858175-d7037901-Reviews-Mitchener_Point_Lighthouse-Hantsport_Southwest_Nova_Scotia_Nova_Scotia.html,#6 of 6 things to do in Hantsport,"Sights & Landmarks, Points of Interest & Landmarks, Lighthouses","Lighthouse Road, Hantsport, Nova Scotia B0P 1P0, Canada",1,,,5.0,100%,0%,0%,0%,0%
d4375161,Bras d Or Lakes and Watershed Interpretive Centre,https://www.tripadvisor.com/Attraction_Review-g499213-d4375161-Reviews-Bras_d_Or_Lakes_and_Watershed_Interpretive_Centre-Baddeck_Cape_Breton_Island_Nova.html,#14 of 15 things to do in Baddeck,"Sights & Landmarks, Points of Interest & Landmarks","Chebucto Street, Baddeck, Nova Scotia BOE 1B0, Canada",11,Open Now: 9:00 AM - 7:00 PM,Sun - Sat9:00 AM - 7:00 PM,3.5,28%,27%,27%,0%,18%
d13078204,St Michel Church,https://www.tripadvisor.com/Attraction_Review-g5598079-d13078204-Reviews-St_Michel_Church-North_East_Margaree_Cape_Breton_Island_Nova_Scotia.html,#4 of 4 things to do in North East Margaree,"Sights & Landmarks, Churches & Cathedrals","1181 East Margaree Rd, North East Margaree, Nova Scotia B0E 2H0, Canada",1,,,5.0,100%,0%,0%,0%,0%
d7023080,Mabou Harbour Lighthouse,https://www.tripadvisor.com/Attraction_Review-g499218-d7023080-Reviews-Mabou_Harbour_Lighthouse-Mabou_Cape_Breton_Island_Nova_Scotia.html,#8 of 11 things to do in Mabou,"Sights & Landmarks, Points of Interest & Landmarks, Lighthouses","Mabou Harbour Road, Mabou, Nova Scotia B0E 1X0, Canada",17,,,4.0,23%,43%,23%,11%,0%
d4588142,ARTsPLACE,https://www.tripadvisor.com/Attraction_Review-g154970-d4588142-Reviews-ARTsPLACE-Annapolis_Royal_Southwest_Nova_Scotia_Nova_Scotia.html,#15 of 22 things to do in Annapolis Royal,"Sights & Landmarks, Points of Interest & Landmarks","396 St George Street, Annapolis Royal, Nova Scotia B0S 1A0, Canada",5,,,4.5,60%,40%,0%,0%,0%
d2195274,Ann Schroeder Studio Fine Art Quilts,https://www.tripadvisor.com/Attraction_Review-g499218-d2195274-Reviews-Ann_Schroeder_Studio_Fine_Art_Quilts-Mabou_Cape_Breton_Island_Nova_Scotia.html,#9 of 11 things to do in Mabou,"Shopping, Museums, Art Galleries","1422 Mabou Harbour Rd, Mabou, Nova Scotia B0E 1X0, Canada",8,,,5.0,75%,25%,0%,0%,0%
d14093958,HD Coins Collectibles,https://www.tripadvisor.com/Attraction_Review-g182200-d14093958-Reviews-HD_Coins_Collectibles-Amherst_Nova_Scotia.html,#7 of 16 things to do in Amherst,"Shopping, Antique Stores","129 Victoria St E, Amherst, Nova Scotia B4H 1X9, Canada",2,,,5.0,100%,0%,0%,0%,0%
d13076883,Tripp s Gallery,https://www.tripadvisor.com/Attraction_Review-g154970-d13076883-Reviews-Tripp_s_Gallery-Annapolis_Royal_Southwest_Nova_Scotia_Nova_Scotia.html,#19 of 21 things to do in Annapolis Royal,"Shopping, Museums, Art Galleries","268 St.George Street, Annapolis Royal, Nova Scotia B0S 1A0, Canada",2,,,4.5,50%,50%,0%,0%,0%
d13137617,Ephraim Scott Memorial Presbyterian Church,https://www.tripadvisor.com/Attraction_Review-g499213-d13137617-Reviews-Ephraim_Scott_Memorial_Presbyterian_Church-Baddeck_Cape_Breton_Island_Nova_Scoti.html,#15 of 15 things to do in Baddeck,"Sights & Landmarks, Churches & Cathedrals","8 South Haven Loop, Baddeck, Nova Scotia B0E 1B0, Canada",1,,,5.0,100%,0%,0%,0%,0%
d8547716,Out of the Fog Lighthouse Museum,https://www.tripadvisor.com/Attraction_Review-g499226-d8547716-Reviews-Out_of_the_Fog_Lighthouse_Museum-Guysborough_Nova_Scotia.html,#3 of 14 things to do in Guysborough,"Museums, Specialty Museums, History Museums","43 Greencorn Lane, Guysborough, Nova Scotia B0H 1N0, Canada",6,,,5.0,100%,0%,0%,0%,0%
d8404156,Eaton Park,https://www.tripadvisor.com/Attraction_Review-g1027093-d8404156-Reviews-Eaton_Park-Pugwash_Nova_Scotia.html,#9 of 10 things to do in Pugwash,"Nature & Parks, Bodies of Water, Nature & Wildlife Areas","135 Water Street, Pugwash, Nova Scotia B0K 1L0, Canada",1,,,5.0,100%,0%,0%,0%,0%
d6994935,St Mary s River Salmon Museum,https://www.tripadvisor.com/Attraction_Review-g2201420-d6994935-Reviews-St_Mary_s_River_Salmon_Museum-Sherbrooke_Nova_Scotia.html,#3 of 4 things to do in Sherbrooke,"Museums, Specialty Museums","8404 Highway 7, Sherbrooke, Nova Scotia, Canada",6,,,4.0,33%,51%,16%,0%,0%
d7080053,Just Us Fair Trade Museum,https://www.tripadvisor.com/Attraction_Review-g499224-d7080053-Reviews-Just_Us_Fair_Trade_Museum-Grand_Pre_Southwest_Nova_Scotia_Nova_Scotia.html,#4 of 5 things to do in Grand Pre,"Museums, Specialty Museums","11865 Highway 1, Grand Pre, Nova Scotia, Canada",19,,,4.0,44%,36%,15%,0%,5%
d7051758,Peter Island Lighthouse,https://www.tripadvisor.com/Attraction_Review-g2667607-d7051758-Reviews-Peter_Island_Lighthouse-Westport_Brier_Island_Southwest_Nova_Scotia_Nova_Scotia.html,#5 of 5 things to do in Westport,"Sights & Landmarks, Points of Interest & Landmarks, Lighthouses","Peter's Island | Latitude: 44.257333 Longitude: -66.337583, Westport, Nova Scotia B0V 1H0, Canada",10,,,4.0,50%,20%,20%,10%,0%
d3874226,Marconi National Historic Site of Canada,https://www.tripadvisor.com/Attraction_Review-g609110-d3874226-Reviews-Marconi_National_Historic_Site_of_Canada-Glace_Bay_Cape_Breton_Island_Nova_Scotia.html,#2 of 7 things to do in Glace Bay,"Water & Amusement Parks, Theme Parks","Table Head on Timmerman Street., Glace Bay, Nova Scotia, Canada",66,,,3.5,16%,38%,36%,6%,4%
d1946501,Westside Studio,https://www.tripadvisor.com/Attraction_Review-g154970-d1946501-Reviews-Westside_Studio-Annapolis_Royal_Southwest_Nova_Scotia_Nova_Scotia.html,#17 of 21 things to do in Annapolis Royal,"Shopping, Museums, Art Galleries","304 St. George Street, Annapolis Royal, Nova Scotia B0S 1A0, Canada",3,,,4.5,67%,33%,0%,0%,0%
d8492303,Sea Level Brewing,https://www.tripadvisor.com/Attraction_Review-g1048259-d8492303-Reviews-Sea_Level_Brewing-Port_Williams_Southwest_Nova_Scotia_Nova_Scotia.html,#7 of 9 things to do in Port Williams,"Food & Drink, Breweries","980 Terry's Creek Rd, Port Williams, Nova Scotia B0P 1T0, Canada",21,Open Now: 11:00 AM - 6:00 PM,Sun12:00 PM - 6:00 PMMon - Tue11:00 AM - 6:00 PMWed9:00 AM - 6:00 PMThu - Fri11:00 AM - 6:00 PMSat10:00 AM - 6:00 PM,4.0,54%,23%,19%,0%,4%
d4411822,Churchill House Marine Memorial Room,https://www.tripadvisor.com/Attraction_Review-g858175-d4411822-Reviews-Churchill_House_Marine_Memorial_Room-Hantsport_Southwest_Nova_Scotia_Nova_Scotia.html,#5 of 6 things to do in Hantsport,"Museums, Military Museums","30 William Street, Hantsport, Nova Scotia B0P 1P0, Canada",2,,,4.0,50%,0%,50%,0%,0%
d10592766,Garage Loft Antiques,https://www.tripadvisor.com/Attraction_Review-g7087894-d10592766-Reviews-Garage_Loft_Antiques-Orangedale_Cape_Breton_Island_Nova_Scotia.html,#2 of 2 things to do in Orangedale,"Shopping, Antique Stores","10693 Marble Mountain Rd, Orangedale, Nova Scotia B0E 2K0, Canada",1,,,5.0,100%,0%,0%,0%,0%
d2442604,New France Historical Park,https://www.tripadvisor.com/Attraction_Review-g2442599-d2442604-Reviews-New_France_Historical_Park-Weymouth_Southwest_Nova_Scotia_Nova_Scotia.html,#4 of 5 things to do in Weymouth,Nature & Parks,"Route 340, Weymouth, Nova Scotia, Canada",7,,,3.5,14%,44%,14%,14%,14%
d12911171,La Societe Saint Pierre,https://www.tripadvisor.com/Attraction_Review-g1841318-d12911171-Reviews-La_Societe_Saint_Pierre-Inverness_Cape_Breton_Island_Nova_Scotia.html,#13 of 16 things to do in Inverness,"Traveler Resources, Visitor Centers","15584 Cabot Trail Rd, Inverness, Nova Scotia B0E 1H0, Canada",1,,,5.0,100%,0%,0%,0%,0%
d4416883,Inverness Miners Museum,https://www.tripadvisor.com/Attraction_Review-g1841318-d4416883-Reviews-Inverness_Miners_Museum-Inverness_Cape_Breton_Island_Nova_Scotia.html,#14 of 16 things to do in Inverness,"Museums, Specialty Museums","62 Lower Railway Street, Inverness, Nova Scotia B0E 1N0, Canada",5,Open Now: 8:30 AM - 4:00 PM,Mon - Fri8:30 AM - 4:00 PM,2.5,0%,0%,60%,40%,0%
d6994926,Port Hastings Historical Society Museum and Archives,https://www.tripadvisor.com/Attraction_Review-g499234-d6994926-Reviews-Port_Hastings_Historical_Society_Museum_and_Archives-Port_Hastings_Cape_Breton_Is.html,#3 of 4 things to do in Port Hastings,"Museums, Specialty Museums","24 Highway 19, Port Hastings, Nova Scotia B9A 1M1, Canada",3,,,4.5,67%,33%,0%,0%,0%
d5533665,Falls Lake Provincial Park,https://www.tripadvisor.com/Attraction_Review-g316029-d5533665-Reviews-Falls_Lake_Provincial_Park-Windsor_Southwest_Nova_Scotia_Nova_Scotia.html,#12 of 20 things to do in Windsor,Nature & Parks,"1541 New Ross Rd, Windsor, Nova Scotia B0N 2T0, Canada",5,,,4.0,40%,40%,20%,0%,0%
d8762662,Town Hall Arts Cultural Centre,https://www.tripadvisor.com/Attraction_Review-g609111-d8762662-Reviews-Town_Hall_Arts_Cultural_Centre-Liverpool_Southwest_Nova_Scotia_Nova_Scotia.html,#14 of 15 things to do in Liverpool,"Concerts & Shows, Theaters","219 Main Street, Liverpool, Nova Scotia B0T 1K0, Canada",3,,,5.0,100%,0%,0%,0%,0%
d14963242,Dayle s Grand Market,https://www.tripadvisor.com/Attraction_Review-g182200-d14963242-Reviews-Dayle_s_Grand_Market-Amherst_Nova_Scotia.html,#9 of 16 things to do in Amherst,"Shopping, Department Stores","129 Victoria St E, Amherst, Nova Scotia B4H 1X9, Canada",2,,,4.5,50%,50%,0%,0%,0%
d6878374,St Peter s Canal National Historic Site,https://www.tripadvisor.com/Attraction_Review-g1106664-d6878374-Reviews-St_Peter_s_Canal_National_Historic_Site-St_Peter_s_Cape_Breton_Island_Nova_Scoti.html,#4 of 14 things to do in St. Peter's,"Sights & Landmarks, Points of Interest & Landmarks","160 Toulouse Street, St. Peter's, Nova Scotia, Canada",23,,,4.0,45%,43%,8%,0%,4%
d1536608,Economy Falls,https://www.tripadvisor.com/Attraction_Review-g499240-d1536608-Reviews-Economy_Falls-Upper_Economy_Nova_Scotia.html,#2 of 3 things to do in Upper Economy,"Nature & Parks, Waterfalls","Upper Economy, Nova Scotia B0M 1J0, Canada",7,,,3.5,0%,72%,28%,0%,0%
d13225787,Immaculate Conception Church,https://www.tripadvisor.com/Attraction_Review-g1800626-d13225787-Reviews-Immaculate_Conception_Church-Sydney_Mines_Cape_Breton_Island_Nova_Scotia.html,#2 of 6 things to do in Sydney Mines,"Sights & Landmarks, Churches & Cathedrals","49 Convent St, Sydney Mines, Nova Scotia B1V 1K2, Canada",1,,,5.0,100%,0%,0%,0%,0%
d2236149,Avon River Heritage Society Museum,https://www.tripadvisor.com/Attraction_Review-g2266191-d2236149-Reviews-Avon_River_Heritage_Society_Museum-Newport_Landing_Southwest_Nova_Scotia_Nova_Sc.html,#2 of 3 things to do in Newport Landing,"Museums, History Museums","17 Belmont Rd, Newport Landing, Nova Scotia B0N 2A0, Canada",4,Closed today: Closed,Wed - Sun10:00 AM - 5:00 PM,4.5,50%,50%,0%,0%,0%
d13073087,Margaree Fish Hatchery,https://www.tripadvisor.com/Attraction_Review-g499219-d13073087-Reviews-Margaree_Fish_Hatchery-Margaree_Valley_Cape_Breton_Island_Nova_Scotia.html,#4 of 4 things to do in Margaree Valley,"Nature & Parks, Nature & Wildlife Areas",Features AnimalsThis attraction features animalsClick below for expert advice on animal welfare in tourism.Learn more,1,,,5.0,100%,0%,0%,0%,0%
d7080058,Malagash Salt Miners Museum,https://www.tripadvisor.com/Attraction_Review-g887217-d7080058-Reviews-Malagash_Salt_Miners_Museum-Malagash_Nova_Scotia.html,#4 of 4 things to do in Malagash,"Museums, Specialty Museums","1926 North Shore Rd, Malagash, Nova Scotia B0K 1E0, Canada",2,,,4.0,50%,0%,50%,0%,0%
d7051755,Church Point Lighthouse Le Phare d la Pointe,https://www.tripadvisor.com/Attraction_Review-g1466615-d7051755-Reviews-Church_Point_Lighthouse_Le_Phare_d_la_Pointe-Church_Point_Municipality_of_Clare_.html,#5 of 8 things to do in Church Point,"Sights & Landmarks, Points of Interest & Landmarks, Lighthouses","Lighthouse Road, Church Point, Municipality of Clare, Nova Scotia B0W 1M0, Canada",2,,,5.0,100%,0%,0%,0%,0%
d4427579,Old Meeting House Museum,https://www.tripadvisor.com/Attraction_Review-g1490585-d4427579-Reviews-Old_Meeting_House_Museum-Barrington_Southwest_Nova_Scotia_Nova_Scotia.html,#2 of 7 things to do in Barrington,"Museums, Specialty Museums","2408 Highway 3 | B0W 1E0, Barrington, Nova Scotia B0W 1E0, Canada",8,,,4.5,51%,37%,12%,0%,0%
d7218569,Horton House Gallery,https://www.tripadvisor.com/Attraction_Review-g1027093-d7218569-Reviews-Horton_House_Gallery-Pugwash_Nova_Scotia.html,#8 of 10 things to do in Pugwash,"Sights & Landmarks, Points of Interest & Landmarks","10162 Durham Street, Pugwash, Nova Scotia B0K 1L0, Canada",1,,,5.0,100%,0%,0%,0%,0%
d7367779,Roger Savage Studio,https://www.tripadvisor.com/Attraction_Review-g609111-d7367779-Reviews-Roger_Savage_Studio-Liverpool_Southwest_Nova_Scotia_Nova_Scotia.html,#12 of 15 things to do in Liverpool,"Sights & Landmarks, Points of Interest & Landmarks","611 Shore Rd | Mersey Point, Liverpool, Nova Scotia B0T 1K0, Canada",3,Open Now: 10:00 AM - 5:00 PM,Sun - Sat10:00 AM - 5:00 PM,5.0,100%,0%,0%,0%,0%
d3573235,Willowbank U Pick Farm,https://www.tripadvisor.com/Attraction_Review-g1048259-d3573235-Reviews-Willowbank_U_Pick_Farm-Port_Williams_Southwest_Nova_Scotia_Nova_Scotia.html,#9 of 9 things to do in Port Williams,"Sights & Landmarks, Farms",Features AnimalsThis attraction features animalsClick below for expert advice on animal welfare in tourism.Learn more,3,Open Now: 9:00 AM - 5:30 PM,Sun - Sat9:00 AM - 5:30 PM,4.5,67%,33%,0%,0%,0%
d12571674,Cape George Heritage Trail,https://www.tripadvisor.com/Attraction_Review-g7074587-d12571674-Reviews-Cape_George_Heritage_Trail-Cape_George_Nova_Scotia.html,#2 of 3 things to do in Cape George,"Outdoor Activities, Nature & Parks, Hiking Trails","Cape George, Nova Scotia B2G 2L2, Canada",1,,,5.0,100%,0%,0%,0%,0%
d7051774,Sandy Point Lighthouse,https://www.tripadvisor.com/Attraction_Review-g154968-d7051774-Reviews-Sandy_Point_Lighthouse-Shelburne_Southwest_Nova_Scotia_Nova_Scotia.html,#9 of 16 things to do in Shelburne,"Sights & Landmarks, Points of Interest & Landmarks, Lighthouses","Sandy Point Road, Shelburne, Nova Scotia B0T 1W0, Canada",27,,,4.5,71%,11%,18%,0%,0%
d10686628,Nova Scotia Route 255,https://www.tripadvisor.com/Attraction_Review-g609110-d10686628-Reviews-Nova_Scotia_Route_255-Glace_Bay_Cape_Breton_Island_Nova_Scotia.html,#5 of 7 things to do in Glace Bay,"Sights & Landmarks, Outdoor Activities, Scenic Drives","Glace Bay, Nova Scotia, Canada",4,,,4.5,50%,50%,0%,0%,0%
d3474211,Sherman Hines Museum of Photography,https://www.tripadvisor.com/Attraction_Review-g609111-d3474211-Reviews-Sherman_Hines_Museum_of_Photography-Liverpool_Southwest_Nova_Scotia_Nova_Scotia.html,#13 of 15 things to do in Liverpool,"Museums, Specialty Museums","219 Main Street | The Town Hall, Liverpool, Nova Scotia, Canada",8,,,4.0,38%,25%,12%,25%,0%
d2285855,Perkins House Museum,https://www.tripadvisor.com/Attraction_Review-g609111-d2285855-Reviews-Perkins_House_Museum-Liverpool_Southwest_Nova_Scotia_Nova_Scotia.html,#9 of 15 things to do in Liverpool,"Museums, Specialty Museums","105 Main Street, Liverpool, Nova Scotia B0T 1K0, Canada",10,,,4.5,60%,30%,10%,0%,0%
d6468722,Daniel Nestor Tennis Centre,https://www.tripadvisor.com/Attraction_Review-g910762-d6468722-Reviews-Daniel_Nestor_Tennis_Centre-Bedford_Halifax_Region_Nova_Scotia.html,#11 of 13 things to do in Bedford,"Fun & Games, Sports Complexes","50 Verdi Dr, Bedford, Nova Scotia B4A 0C3, Canada",1,,,3.0,0%,0%,100%,0%,0%
d5555828,Clairmont Provincial Park,https://www.tripadvisor.com/Attraction_Review-g181764-d5555828-Reviews-Clairmont_Provincial_Park-Kingston_Southwest_Nova_Scotia_Nova_Scotia.html,#5 of 7 things to do in Kingston,Nature & Parks,"1405 Highway 1, Kingston, Nova Scotia B0P 1R0, Canada",7,,,4.5,58%,14%,28%,0%,0%
